,id,price,signed,deadline,method,procurer,supplier,proinn,supinn,registered,address,number,mail,code,product
20423,3666100466116000026,"1 816 500,00 ",2016-01-03,2016-04-30,Электронный аукцион,АДМИНИСТРАЦИЯ ГОРОДА ЕКАТЕРИНБУРГА,ЗАО 'Парад - компьютерные технологии',6661004661,6661051414,24.02.1995,"['620014, Свердловская обл., г. Екатеринбург, ул. Радищева, 23']",8-343-2575208,yam@parad.ru,26.20.13.000,Dell Optiplex 9020 MT Core i5-4590
20516,3664100158116000006,"1 513 000,00 ",2016-01-24,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","муниципальное бюджетное дошкольное образовательное учреждение детский сад "" Березка""","МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ОТДЕЛ ПО БЛАГОУСТРОЙСТВУ АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ГАРИНСКИЙ РАЙОН"" (МУП ""ОТДЕЛ ПО БЛАГОУСТРОЙСТВУ АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ГАРИНСКИЙ РАЙОН"")",6641001581,6641000718,08.02.1994,"['624910, обл СВЕРДЛОВСКАЯ 66, рп ГАРИ, ул КОЛХОЗНАЯ, 38']",8-34387-21435,y.vitovich@mail.ru,35.30.11.111,Оказание услуг теплоснабжения
20697,3665201166216000004,"3 355 890,06 ",2016-01-02,2016-12-31,Электронный аукцион,"МУНИЦИПАЛЬНАЯ АВТОНОМНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 5"" П. БОЛЬШОЙ ИСТОК",СЫСЕРТСКОЕ РАЙОННОЕ ПОТРЕБИТЕЛЬСКОЕ ОБЩЕСТВО (СЫСЕРТСКОЕ РАЙПО),6652011662,6652001079,04.06.1998,"['624002, обл СВЕРДЛОВСКАЯ 66, г АРАМИЛЬ, ул 1 МАЯ, 11']",8-34374-30608,blinof2011@mail.ru,56.29.20.120,Оказание услуги по организации горячего питания учащихся на базе школьной столовой муниципальной автономной общеобразовательной организации  «Средняя общеобразовательная школа № 5» п. Большой Исток во время образовательного процесса.
20699,3667229211516000003,"1 346 400,00 ",2016-01-25,2017-01-31,Электронный аукцион,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЧКАЛОВСКОЕ ДОРОЖНО-ЭКСПЛУАТАЦИОННОЕ УПРАВЛЕНИЕ""","ООО ""АРТЛАЙНЕР""",6672292115,6679053370,08.07.2014,"['620076, Российская Федерация, Свердловская обл., г. Екатеринбург, ул. Походная, дом 76, 25, ОКАТО: 65401390000']",7-922-6112730,Lena.baranova.62@mail.ru,49.41.19.000,Оказание транспортных услуг (предоставление автогрейдера)
20703,2666001041516000463,"1 394 633,88 ",2016-01-08,2016-12-31,Электронный аукцион,МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮНИЛЕК"" (ООО ""ЮНИЛЕК"")",6660010415,7705970498,04.12.2012,"['115230, г МОСКВА 77, ш ВАРШАВСКОЕ, 46А, СТР.4']",7-903-2740436,info@unilek.ru,21.20.10.194,"ДАКЛАТАСВИР, Даклинза, таблетки покрытые пленочной оболочкой 60 мг № 28 , Соединенные Штаты Америки"
20823,2666208106616000114,"1 163 000,00 ",2016-01-11,2016-12-30,Электронный аукцион,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ СВЕРДЛОВСКОЙ ОБЛАСТИ ""ФОНД ЖИЛИЩНОГО СТРОИТЕЛЬСТВА""","ООО ""Новый дом""",6662081066,7452035298,04.02.2015,"['454081, Российская Федерация, Челябинская обл., г. Челябинск, ул. Механическая, ДОМ 8, ОКАТО: 75401364000']",+7(351)7347434,-,68.10.11.000,"Приобретение жилого помещения на территории г.Каменска-Уральского  Свердловской области для детей-сирот и детей, оставшихся без попечения родителей,  лиц из числа детей-сирот и детей, оставшихся без попечения родителей, в соответствии с постановлением Правительства Свердловской области от 24.10.2013..."
20831,1665841607016000004,"25 000 000,00 ",2016-01-18,2016-12-15,Электронный аукцион,"федеральное казенное учреждение ""Центр хозяйственного и сервисного обеспечения Главного управления Министерства внутренних дел Российской Федерации по Свердловской области""","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЛАНЕТА АВТО""",6658416070,6674121387,27.04.2004,"['623700, Свердловская обл., г. Березовский, ул. Уральская, 140']",7-343-3450880,solodyankinsu@planetavto.ru,45.20.11.000,выполнить работы по техническому обслуживанию и
20849,2666208106616000113,"1 163 000,00 ",2016-01-11,2016-12-30,Электронный аукцион,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ СВЕРДЛОВСКОЙ ОБЛАСТИ ""ФОНД ЖИЛИЩНОГО СТРОИТЕЛЬСТВА""","ООО ""Новый дом""",6662081066,7452035298,04.02.2015,"['454081, Российская Федерация, Челябинская обл., г. Челябинск, ул. Механическая, ДОМ 8, ОКАТО: 75401364000']",+7(351)7347434,-,68.10.11.000,"Приобретение жилого помещения на территории г.Каменска-Уральского  Свердловской области для детей-сирот и детей, оставшихся без попечения родителей,  лиц из числа детей-сирот и детей, оставшихся без попечения родителей, в соответствии с постановлением Правительства Свердловской области от 24.10.2013..."
20893,2666801189016000001,"2 500 000,00 ",2016-01-20,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","государственное бюджетное профессиональное образовательное учреждение Свердловской области ""Нижнетагильский торгово-экономический колледж""","ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСКОММУНЭНЕРГО"" (ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСКОММУНЭНЕРГО"")",6668011890,7709538063,26.06.2013,"['369000, Респ КАРАЧАЕВО-ЧЕРКЕССКАЯ 09, г ЧЕРКЕССК, пр-кт ЛЕНИНА, 147']",7-3435-230200,tesco@tesnt.ru,35.11.10.119,Электрическая энергия (мощность)
20896,1666901375616000015,"9 265 837,91 ",2016-01-02,2017-05-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 12 ГЛАВНОГО УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО СВЕРДЛОВСКОЙ ОБЛАСТИ""","АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННАЯ КОРПОРАЦИЯ ""УРАЛВАГОНЗАВОД"" ИМЕНИ Ф.Э. ДЗЕРЖИНСКОГО""",6669013756,6623029538,31.03.2008,"['622007, обл СВЕРДЛОВСКАЯ 66, г НИЖНИЙ ТАГИЛ, ш ВОСТОЧНОЕ, 28']",7-3435-345435,7uvz@mail.ru,28.15.10.114,"поставка сырья, материалов, инструментов"
20916,3665500021016000020,"1 384 800,00 ",2016-01-03,2016-12-31,Электронный аукцион,АДМИНИСТРАЦИЯ ТУГУЛЫМСКОГО ГОРОДСКОГО ОКРУГА,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОСИЛА"" (ООО ""АВТОСИЛА"")",6655000210,4501160066,03.06.2015,"['624055, ОБЛ СВЕРДЛОВСКАЯ 66, Р-Н БЕЛОЯРСКИЙ, С КОСУЛИНО, УЛ ОКТЯБРЬСКАЯ, ДОМ 5']",7-343-3567891,avtosila@mail.ru,45.19.21.000,Приобретение транспорта для перевозки твердых бытовых отходов (Мусоровоз)
20923,3661100596616000002,"1 014 663,62 ",2016-01-03,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)",МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ОСИНЦЕВСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА,"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО ИРБИТСКОГО РАЙОНА"" (МУП ""ЖКХ ИРБИТСКОГО РАЙОНА"")",6611005966,6611014336,01.09.2011,"['623855, обл СВЕРДЛОВСКАЯ 66, рп ПИОНЕРСКИЙ, ул ЛЕСНАЯ, 4']",7-34355-44440,zaikovo2@mail.ru,35.30.11.120,Теплоснабжение
20931,2664601355916000004,"5 000 000,00 ",2016-01-19,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ПОЖАРНО- ТЕХНИЧЕСКОЕ УЧРЕЖДЕНИЕ СВЕРДЛОВСКОЙ ОБЛАСТИ ""ОТРЯД ПРОТИВОПОЖАРНОЙ СЛУЖБЫ СВЕРДЛОВСКОЙ ОБЛАСТИ № 1""","ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭНЕРГОСБЫТ ПЛЮС"" (ОАО ""ЭНЕРГОСБЫТ ПЛЮС"")",6646013559,5612042824,22.05.2014,"['143421, обл МОСКОВСКАЯ 50, р-н КРАСНОГОРСКИЙ, автодорога БАЛТИЯ, тер БИЗНЕС-ЦЕНТР РИГА-ЛЕНД, 3']",7-343912-1524,www.ekb.esplus@mail.ru,35.12.10.120,Электрическая энергия
20950,2666100219916000064,"7 043 372,00 ",2016-01-26,2016-12-31,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ  СВЕРДЛОВСКОЙ ОБЛАСТИ ""ОБЛАСТНАЯ ДЕТСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА №1""","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИЛИПС"" (ООО ""ФИЛИПС"")",6661002199,7704216778,02.02.2012,"['123022, г МОСКВА 77, ул СЕРГЕЯ МАКЕЕВА, 13']",7-495-9330336,anna.letnikova@philips.com,33.13.12.000,техническое обслуживание аппарата МРТ Achieva
20991,3662305565816000016,"8 028 095,03 ",2016-01-06,2016-12-31,Электронный аукцион,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ЗАКАЗЧИКА ГОРОДСКОГО ХОЗЯЙСТВА""","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АС-СТРОЙ"" (ООО АС-Строй)",6623055658,5905298784,13.06.2013,"['614036, край ПЕРМСКИЙ 59, г ПЕРМЬ, ул КОСМОНАВТА БЕЛЯЕВА, 19']",8-902-8083273,as-stroy59@mail.ru,43.91.19.190,"Выполнение строительно-монтажных работ на объекте: ""Ремонт кровли здания МБОУ СОШ № 30 по ул. В. Черепанова, 17А г. Нижний Тагил"""
21038,2662309705516000036,"2 624 500,80 ",2016-01-15,2016-12-31,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ ""ДЕМИДОВСКАЯ ГОРОДСКАЯ БОЛЬНИЦА""","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗАВОД МЕДСИНТЕЗ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗАВОД МЕДСИНТЕЗ"")",6623097055,6629012040,05.04.2006,"['620144, обл СВЕРДЛОВСКАЯ 66, г ЕКАТЕРИНБУРГ, ул 8 МАРТА, 90, А']",7-343-2707515,nikolay.vlasov@medsintez.com,21.20.10.134,"Натрия хлорид 0,9% 250мл №1"
21082,3663100944716000040,"6 674 240,70 ",2016-01-08,2016-12-31,Электронный аукцион,"МУНИЦИПАЛЬНОЕ  КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА"" ИВДЕЛЬСКОГО ГОРОДСКОГО ОКРУГА","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗМОНТАЖСЕРВИС"" (ООО ""ГАЗМОНТАЖСЕРВИС"")",6631009447,6619011425,05.02.2007,"['623300, обл СВЕРДЛОВСКАЯ 66, г КРАСНОУФИМСК, ул ЛЕНИНА, 86']",7-347-4241476,mail@gazms.ru,42.21.22.130,Газоснабжения юго-восточной части Центрального жилого района (Кордон) в г. Ивдель Свердловской области
21124,2665846316816000103,"9 176 255,00 ",2016-01-28,2016-12-31,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ ""СВЕРДЛОВСКИЙ ОБЛАСТНОЙ ОНКОЛОГИЧЕСКИЙ ДИСПАНСЕР""","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПАНИЯ ""ЛИГА 7"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПАНИЯ ""ЛИГА 7"")",6658463168,6639015160,22.04.2011,"['620075, обл СВЕРДЛОВСКАЯ 66, г ЕКАТЕРИНБУРГ, ул ВОСТОЧНАЯ, 56, 20']",7-343-2424223,koroleva@liga7.com,21.20.10.211,Лекарственные препараты
21175,3660500637616000002,"1 103 052,44 ",2016-01-18,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)",МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ТРОИЦКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА,"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""БОГДАНОВИЧСКИЕ ТЕПЛОВЫЕ СЕТИ"" (МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""БОГДАНОВИЧСКИЕ ТЕПЛОВЫЕ СЕТИ"")",6605006376,6633016986,11.10.2010,"['623530, обл СВЕРДЛОВСКАЯ 66, г БОГДАНОВИЧ, ул ГАГАРИНА, 26А']",7-34376-22481,bgd_oaef@mail.ru,35.30.11.120,поставка тепловой энергии
21347,3662501741816000004,"1 117 185,44 ",2016-01-04,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 15""","ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭНЕРГОСБЫТ ПЛЮС"" (ОАО ""ЭНЕРГОСБЫТ ПЛЮС"")",6625017418,5612042824,22.05.2014,"['143421, обл МОСКОВСКАЯ 50, р-н КРАСНОГОРСКИЙ, автодорога БАЛТИЯ, тер БИЗНЕС-ЦЕНТР РИГА-ЛЕНД, 3']",8-34396-69468,sesd@ies-holding.com,35.11.10.112,поставка электрической энергии
21420,3660101505916000062,"2 994 090,00 ",2016-01-11,2017-05-31,Электронный аукцион,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА, СТРОИТЕЛЬСТВА И ОБСЛУЖИВАНИЯ ОРГАНОВ МЕСТНОГО САМОУПРАВЛЕНИЯ""",Долганова Анна ЮрьевнаИндивидуальный предприниматель,6601015059,720409921274,03.06.2016,"['625062, Свердловская область, г. Тюмень, ул. Самарцева, д. 20']",7-90281-85548,89028185548@mail.ru,71.12.19.000,"Разработка проектно - сметной документации на строительство межпоселкового газопровода высокого давления с. Арамашево - с. Деево - с. Раскатиха - с. Гостьково - п. Молтаево - п. Маевка, Алапаевский район, Свердловская область"
21572,1722300731616000040,"6 492 306,77 ",2016-01-04,2016-01-08,Электронный аукцион,"Федеральное казенное учреждение ""Федеральное управление автомобильных дорог ""Урал"" Федерального дорожного агентства""",Общество с ограниченной ответственностью «ДОРТЕХСНАБ» (ООО «ДОРТЕХСНАБ»),7223007316,6679063467,03.02.2016,"['620041, Свердловская область, г. Екатеринбург, ул. Уральская, дом 2, помещение 19']",73432366326,dts.ekb@mail.ru,42.11.20.000,Содержание автомобильной дороги Р-354 Екатеринбург - Шадринск - Курган км 73+400 - км 76+400 (устройство поверхностной обработки)
21586,1666001000616000001,"1 377 478,96 ",2016-01-02,2016-12-31,Электронный аукцион,ИНСПЕКЦИЯ ФЕДЕРАЛЬНОЙ НАЛОГОВОЙ СЛУЖБЫ ПО КИРОВСКОМУ РАЙОНУ Г. ЕКАТЕРИНБУРГА,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РМ-ФАСИЛИТИ""",6660010006,6685017780,21.09.2012,"['620137, обл СВЕРДЛОВСКАЯ 66, г ЕКАТЕРИНБУРГ, ул ШЕФСКАЯ, 1Б, 302-303']",7-343-2478291,tihonova@r-pochta.ru,68.32.13.120,"Услуги управления эксплуатационным обслуживанием  здания, инженерно-технических систем, оборудования и санитарно-техническому обслуживанию  здания и прилегающей территории ИФНС России по Кировскому району г. Екатеринбурга"
21685,2666000058316000017,"2 058 874,68 ",2016-01-19,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СВЕРДЛОВСКОЙ ОБЛАСТИ КАДЕТСКАЯ ШКОЛА-ИНТЕРНАТ ""ЕКАТЕРИНБУРГСКИЙ КАДЕТСКИЙ КОРПУС""","БЕРЕЗОВСКОЕ МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""БЕРЕЗОВСКИЕ ТЕПЛОВЫЕ СЕТИ"" (БМУП ""БТС"")",6660000583,6678040996,02.04.2014,"['623700, обл СВЕРДЛОВСКАЯ 66, г БЕРЕЗОВСКИЙ, ул СТРОИТЕЛЕЙ, ДОМ 4']",7-34369-46592,info@bts66.ru,35.30.11.111,Поставка тепловой энергии
21746,3661201544516000007,"1 223 808,74 ",2016-01-25,2016-12-31,Электронный аукцион,"муниципальное казенное учреждение ""Управление городского хозяйства""",ГРИГОРЬЕВ ВЛАДИМИР АЛЕКСАНДРОВИЧИндивидуальный предприниматель,6612015445,661203005272,19.11.2013,"['623412, ОБЛ СВЕРДЛОВСКАЯ 66, Г КАМЕНСК-УРАЛЬСКИЙ, УЛ КАМЕНСКАЯ, 57, 64']",7-912-2550099,v.g.metresurs@mail.ru,81.30.10.000,"Содержание газонов, цветников, зеленых насаждений"
21776,3663100958116000001,"1 423 805,76 ",2016-01-27,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР КУЛЬТУРЫ И КИНО""","МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ТЕПЛОВОДОСНАБЖЕНИЕ"" (МУП ""ТВС"")",6631009581,6617022809,23.08.2013,"['624590, обл СВЕРДЛОВСКАЯ 66, г ИВДЕЛЬ, ул ГИДРОЛИЗНАЯ, 10']",7-34386-21446,mup.tvs@yndex.ru,35.30.11.120,Поставка тепловой энергии в горячей воде на услуги отопления
21807,1665808957716000012,"64 307 806,20 ",2016-01-26,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)",УПРАВЛЕНИЕ СУДЕБНОГО ДЕПАРТАМЕНТА В СВЕРДЛОВСКОЙ ОБЛАСТИ,"Управление федеральной почтовой связи Свердловской области - филиала Федерального государственного унитарного предприятия ""Почта России""",6658089577,7724261610,14.02.2003,"['650000, г. Екатеринбург, ул. Ленина, 39']",8-343-1111111,a@a.ru,53.10.12.000,Оказание услуг почтовой связи
21830,2661600128116000013,"3 902 855,00 ",2016-01-18,2017-09-01,"Закупка у единственного поставщика (подрядчика, исполнителя)","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ ""КИРОВГРАДСКАЯ ЦЕНТРАЛЬНАЯ ГОРОДСКАЯ БОЛЬНИЦА""","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УЭМ-ТЕПЛОСЕТИ"" (ООО ""УЭМ-ТЕПЛОСЕТИ"")",6616001281,6606032019,10.09.2009,"['624090, обл СВЕРДЛОВСКАЯ 66, г ВЕРХНЯЯ ПЫШМА, ул ОГНЕУПОРЩИКОВ, 1']",7-34368-54598,teplosety-vp@mail.ru,35.30.11.120,теплоснабжение
21866,3666100466116000009,"3 800 000,00 ",2016-01-25,2016-12-31,Электронный аукцион,АДМИНИСТРАЦИЯ ГОРОДА ЕКАТЕРИНБУРГА,"Общество с ограниченной ответственностью ""Экстрим безопасность""",6661004661,6670366481,03.02.2012,"['620075, Свердловская область, город Екатеринбург, Железнодорожный район, Мамина-Сибиряка, 85, оф. 618']",+7(343)2222139,xrm@xrm.ru,62.09.20.190,Оказание услуги по сопровождению защищенной системы передачи данных (ЗСПД)
21953,3663203012016000001,"2 633 829,46 ",2016-01-19,2017-02-28,"Закупка у единственного поставщика (подрядчика, исполнителя)","МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД ОБЩЕРАЗВИВАЮЩЕГО ВИДА С ПРИОРИТЕТНЫМ ОСУЩЕСТВЛЕНИЕМ ДЕЯТЕЛЬНОСТИ ПО ПОЗНАВАТЕЛЬНО-РЕЧЕВОМУ НАПРАВЛЕНИЮ РАЗВИТИЯ ДЕТЕЙ № 25 ""ДЕЛЬФИНЧИК""","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕРТИКАЛЬ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕРТИКАЛЬ"")",6632030120,6671246003,20.09.2013,"['620023, обл СВЕРДЛОВСКАЯ 66, г ЕКАТЕРИНБУРГ, ул ПОХОДНАЯ, 3']",7-34385-73073,serov@ritek-group.ru,35.30.11.120,Услуги по поставке тепловой энергии в виде горячей воды
22044,2665808158516000112,"1 610 629,14 ",2016-01-27,2016-12-31,Электронный аукцион,"государственное бюджетное учреждение здравоохранения Свердловской области ""Свердловская областная клиническая больница № 1""","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОРДИС ЛАЙН"" (ООО ""КОРДИС ЛАЙН"")",6658081585,7709446260,08.01.2015,"['109147, г МОСКВА 77, ул ВОРОНЦОВСКАЯ, 35Б, 3']",7-495-6455665,info@Kordisline.ru,21.20.10.131,"Клексан раствор для инъекций 8000 анти-Ха МЕ/0,8мл шприцы №10"
22249,3664600922416000003,"1 005 342,75 ",2016-01-20,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)",Муниципальное казенное общеобразовательное учреждение - основная общеобразовательная школа с. Киргишаны,МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ЖИЛИЩНО-КОММУНАЛЬНЫХ УСЛУГ Р.П. БИСЕРТЬ (МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ЖИЛИЩНО-КОММУНАЛЬНЫХ УСЛУГ Р.П. БИСЕРТЬ),6646009224,6646014785,23.09.2008,"['623050, обл СВЕРДЛОВСКАЯ 66, р-н НИЖНЕСЕРГИНСКИЙ, рп БИСЕРТЬ, ул РЕВОЛЮЦИИ, 21']",7-34398-61680,mupgku2008@yandex.ru,35.30.11.120,Тепловая энергия
22296,3664200152016000001,"1 076 200,00 ",2016-01-29,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)",ПИОНЕРСКАЯ ТЕРРИТОРИАЛЬНАЯ АДМИНИСТРАЦИЯ ИРБИТСКОГО МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ,"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭНЕРГОСБЫТ ПЛЮС"" (ОАО ""ЭНЕРГОСБЫТ ПЛЮС"")",6642001520,5612042824,22.05.2014,"['143421, обл МОСКОВСКАЯ 50, р-н КРАСНОГОРСКИЙ, автодорога БАЛТИЯ, тер БИЗНЕС-ЦЕНТР РИГА-ЛЕНД, 3']",8-34355-52497,sesb@ies-holding.com,35.12.10.110,поставка электрической электроэнергии
22312,3660100604716000003,"1 460 061,18 ",2016-01-26,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""БУБЧИКОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""","АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОБЛКОММУНЭНЕРГО"" (АО ""ОБЛКОММУНЭНЕРГО"")",6601006047,6671028735,07.12.2015,"['620014, обл СВЕРДЛОВСКАЯ 66, г ЕКАТЕРИНБУРГ, ул 8 МАРТА, ДОМ 24, ОФИС 1']",8-343-2860581,EVolkov@okenergo.com,35.30.11.120,тепловая энергия
22332,3664900138216000003,"1 393 000,00 ",2016-01-21,2016-08-02,Электронный аукцион,АДМИНИСТРАЦИЯ ПЫШМИНСКОГО ГОРОДСКОГО ОКРУГА,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙГРУПП"" (ООО ""СТРОЙГРУПП"")",6649001382,6671452253,19.05.2014,"['620014, обл СВЕРДЛОВСКАЯ 66, г ЕКАТЕРИНБУРГ, ул ЧЕРНЫШЕВСКОГО, 16, 408']",7-343-2542554,net@mail.ru,43.22.11.190,"строительство объекта ""Поселковый водопровод"""
